362,122,247,6934486946
363,347,856,6941896012
364,617,738,6974307670
365,871,554,6980333934
366,336,319,6981777250
367,160,42,7007504379
368,981,719,7028049843
369,840,754,7079399673
370,388,958,7083992133
371,942,316,7175219260
372,959,906,7180516114
373,680,768,7181231392
374,194,727,7220860347
375,326,979,7232916882
376,62,444,7241198986
377,1,151,7257056462
378,729,610,7260042219
379,347,458,7262265203
380,363,174,7296814636
381,143,790,7315775190
382,11,908,7327903634
383,395,86,7335715962
384,8,645,7337041222
385,710,880,7343456529
386,469,600,7354308496
387,73,954,7358001263
388,847,678,7387732435
389,171,319,7392341908
390,142,380,7395887006
391,460,443,7408002449
392,241,267,7435959636
393,346,695,7462468329
394,424,821,7463302644
395,226,357,7477379266
396,329,277,7549749555
397,791,131,7566333463
398,497,436,7578219819
399,569,800,7582750256
400,993,638,7626865136
401,737,549,7733906602
402,896,533,7765422655
403,862,840,7779780733
404,394,866,7779857901
405,749,619,7805525686
406,487,375,7825764976
407,399,633,7831401679
408,581,66,7841399687
409,270,256,7848958188
410,943,182,7872351259
411,36,509,7873457172
412,456,569,7875328895
413,439,737,7876517034
414,182,367,7883832532
415,746,364,7975846294
416,969,175,8019481294
417,324,232,8034261722
418,305,792,8036479151
419,144,944,8050356294
420,434,85,8079067978
421,636,723,8158330192
422,656,123,8227619376
423,177,10,8281582578
424,197,999,8281919174
425,178,553,8292483421
426,845,324,8300808985
427,849,993,8325378608
428,538,861,8345653390
429,898,760,8348870071
430,122,414,8356074392
431,513,418,8405745294
432,239,907,8407429273
433,597,989,8412148940
434,443,785,8469611609
435,581,736,8480019343
436,373,433,8502301625
437,281,794,8512195916
438,126,105,8514429071
439,323,937,8525394687
440,840,906,8599665672
441,540,555,8606215691
442,246,197,8630008017
443,386,815,8634645136
444,480,931,8650950541
445,529,975,8655621564
446,184,19,8661699775
447,904,815,8686411431
448,963,571,8748815123
449,885,855,8811430353
450,587,589,8822643232
451,580,409,8822764594
452,240,182,8833196583
453,490,278,8859595913
454,811,470,8867287958
455,851,275,8867406674
456,875,288,8890438475
457,859,66,8917111282
458,152,696,8926686742
459,305,901,8941497251
460,103,860,8958726609
461,16,160,8960539508
462,976,128,9035251874
463,779,478,9070669049
464,58,297,9075882287
465,189,772,9120958127
466,994,241,9123970303
467,550,921,9139663343
468,786,812,9143247434
469,131,686,9217971776
470,476,553,9235414452
471,760,795,9255287609
472,829,602,9303703312
473,560,487,9304915683
474,220,450,9375521894
475,646,956,9416529436
476,334,442,9421675354
477,333,206,9428991369
478,618,326,9463227863
479,231,233,9491022843
480,735,686,9504762591
481,502,479,9522460540
482,496,7,9535528096
483,309,555,9551589516
484,890,191,9567671523
485,218,443,9572773535
486,742,324,9581404747
487,794,889,9626701258
488,950,938,9628681840
489,545,497,9672070569
490,753,377,9685425303
491,410,424,9766093266
492,82,882,9784621863
493,96,288,9796927127
494,436,297,9817640399
495,654,198,9890391504
496,147,192,9896826414
497,28,775,9918871982
498,498,139,9937885355
499,307,411,9961216581
500,751,789,9982634099
